date,Global warming,climate change,greenhouse gas,renewable energy,sustainability,Climate disaster,green energy,green investment,green production,Job_Global warming,Global warming_Job,Job_climate change,climate change_Job,Job_greenhouse gas,greenhouse gas_Job,Job_renewable energy,renewable energy_Job,Job_sustainability,sustainability_Job,Job_Climate disaster,Climate disaster_Job,Job_green energy,green energy_Job,Job_green investment,green investment_Job,Job_green production,green production_Job,health_Global warming,Global warming_health,health_climate change,climate change_health,health_greenhouse gas,greenhouse gas_health,health_renewable energy,renewable energy_health,health_sustainability,sustainability_health,health_Climate disaster,Climate disaster_health,health_green energy,green energy_health,health_green investment,green investment_health,health_green production,green production_health,education_Global warming,Global warming_education,education_climate change,climate change_education,education_greenhouse gas,greenhouse gas_education,education_renewable energy,renewable energy_education,education_sustainability,sustainability_education,education_Climate disaster,Climate disaster_education,education_green energy,green energy_education,education_green investment,green investment_education,education_green production,green production_education,drugs_Global warming,Global warming_drugs,drugs_climate change,climate change_drugs,drugs_greenhouse gas,greenhouse gas_drugs,drugs_renewable energy,renewable energy_drugs,drugs_sustainability,sustainability_drugs,drugs_Climate disaster,Climate disaster_drugs,drugs_green energy,green energy_drugs,drugs_green investment,green investment_drugs,drugs_green production,green production_drugs
2021-08-27,0,7,0,18,20,0,,0,0,58,0,58,0,58,0,58,0,58,1,58,0,58,0,58,0,58,0,74,0,74,0,74,0,74,1,74,1,74,0,74,0,74,0,74,0,45,0,45,1,45,0,45,1,45,2,45,0,45,0,45,0,45,0,55,0,55,2,55,0,55,5,55,7,55,0,55,0,55,0,55,0
2021-08-28,0,20,42,26,38,0,,0,0,64,0,64,1,64,1,64,1,64,1,64,0,64,0,64,0,64,0,86,0,86,1,86,1,86,1,86,3,86,0,86,0,86,0,86,0,56,0,56,2,56,2,56,2,56,4,56,0,56,0,56,0,56,0,30,0,30,7,30,7,30,7,30,13,30,0,30,0,30,0,30,0
2021-08-29,29,30,13,33,35,0,,0,0,70,0,70,1,70,0,70,1,70,1,70,0,70,0,70,0,70,0,92,0,92,2,92,0,92,2,92,3,92,0,92,0,92,0,92,0,87,1,87,3,87,1,87,2,87,3,87,0,87,0,87,0,87,0,56,2,56,11,56,2,56,8,56,12,56,0,56,0,56,0,56,0
2021-08-30,0,53,26,72,69,0,,0,0,70,0,70,2,70,0,70,2,70,2,70,0,70,0,70,0,70,0,86,0,86,4,86,1,86,4,86,5,86,0,86,0,86,0,86,0,86,0,86,5,86,1,86,5,86,7,86,0,86,0,86,0,86,0,59,0,59,19,59,4,59,18,59,24,59,0,59,0,59,0,59,0
2021-08-31,0,42,0,64,52,0,,0,0,81,0,81,1,81,0,81,1,81,2,81,0,81,0,81,0,81,0,100,0,100,3,100,0,100,3,100,4,100,0,100,0,100,0,100,0,88,0,88,4,88,0,88,4,88,5,88,0,88,0,88,0,88,0,51,0,51,15,51,0,51,16,51,18,51,0,51,0,51,0,51,0
2021-09-01,0,42,13,81,29,0,,47,56,73,0,73,1,73,0,73,2,73,1,73,0,73,0,73,0,73,0,89,0,89,3,89,0,89,4,89,2,89,0,89,0,89,0,89,0,79,0,79,4,79,1,79,6,79,3,79,0,79,0,79,1,79,1,36,0,36,15,36,2,36,21,36,10,36,0,36,0,36,2,36,2
2021-09-02,29,24,0,48,40,0,,0,0,60,0,60,1,60,0,60,1,60,1,60,0,60,0,60,0,60,0,83,0,83,2,83,0,83,2,83,3,83,0,83,0,83,0,83,0,66,1,66,2,66,0,66,3,66,4,66,0,66,0,66,0,66,0,50,2,50,8,50,0,50,12,50,14,50,0,50,0,50,0,50,0
2021-09-03,0,29,31,29,7,0,,0,0,55,0,55,1,55,0,55,1,55,0,55,0,55,0,55,0,55,0,64,0,64,2,64,1,64,2,64,1,64,0,64,0,64,0,64,0,48,0,48,3,48,1,48,2,48,1,48,0,48,0,48,0,48,0,61,0,61,10,61,5,61,7,61,2,61,0,61,0,61,0,61,0
2021-09-04,0,14,15,18,33,0,,53,64,73,0,73,0,73,0,73,0,73,1,73,0,73,0,73,0,73,0,76,0,76,1,76,0,76,1,76,2,76,0,76,0,76,0,76,1,45,0,45,1,45,1,45,1,45,3,45,0,45,0,45,1,45,1,63,0,63,5,63,2,63,5,63,12,63,0,63,0,63,2,63,2
2021-09-05,0,48,26,73,35,0,,47,0,68,0,68,1,68,0,68,2,68,1,68,0,68,0,68,0,68,0,83,0,83,3,83,1,83,4,83,3,83,0,83,0,83,0,83,0,100,0,100,4,100,1,100,5,100,3,100,0,100,0,100,1,100,0,72,0,72,17,72,4,72,19,72,12,72,0,72,0,72,2,72,0
